year,month,day,hour,minute,second,moisture0,moisture1,moisture2,moisture3,moisture4,irrgation
2024,3,6,23,6,14,0.23,0.34,0.23,0.13,0.02,FALSE
2024,3,6,23,7,14,0.23,0.34,0.25,0.12,0.02,FALSE
2024,3,6,23,8,14,0.23,0.3,0.24,0.12,0.02,FALSE
2024,3,6,23,9,14,0.22,0.31,0.25,0.12,0.02,FALSE
2024,3,6,23,10,14,0.23,0.29,0.25,0.12,0.02,FALSE
2024,3,6,23,11,14,0.23,0.29,0.25,0.12,0.02,FALSE
2024,3,6,23,12,14,0.23,0.29,0.25,0.13,0.02,FALSE
2024,3,6,23,13,14,0.23,0.29,0.25,0.12,0.02,FALSE
2024,3,6,23,14,14,0.24,0.29,0.27,0.12,0.02,FALSE
2024,3,6,23,15,14,0.23,0.29,0.27,0.12,0.03,FALSE
2024,3,6,23,16,14,0.23,0.26,0.27,0.13,0.02,FALSE
2024,3,6,23,17,14,0.23,0.26,0.26,0.11,0.02,FALSE
2024,3,6,23,18,14,0.23,0.26,0.27,0.12,0.02,FALSE
2024,3,6,23,19,14,0.23,0.27,0.27,0.12,0.02,FALSE
2024,3,6,23,20,14,0.23,0.27,0.27,0.12,0.02,FALSE
2024,3,6,23,21,15,0.23,0.26,0.26,0.12,0.02,FALSE
2024,3,6,23,22,15,0.23,0.26,0.26,0.12,0.02,FALSE
2024,3,6,23,23,15,0.23,0.26,0.26,0.12,0.02,FALSE
2024,3,6,23,24,15,0.23,0.26,0.26,0.12,0.02,FALSE
2024,3,6,23,25,15,0.23,0.26,0.26,0.12,0.02,FALSE
2024,3,6,23,26,15,0.23,0.27,0.28,0.12,0.02,FALSE
2024,3,6,23,27,15,0.23,0.27,0.28,0.12,0.02,FALSE
2024,3,6,23,28,15,0.23,0.27,0.27,0.12,0.02,FALSE
2024,3,6,23,29,15,0.23,0.27,0.27,0.12,0.02,FALSE
2024,3,6,23,30,15,0.23,0.27,0.27,0.12,0.02,FALSE
2024,3,6,23,31,15,0.23,0.27,0.27,0.12,0.02,FALSE
2024,3,6,23,32,15,0.23,0.26,0.27,0.12,0.02,FALSE
2024,3,6,23,33,15,0.23,0.27,0.27,0.12,0.02,FALSE
2024,3,6,23,34,15,0.23,0.27,0.27,0.12,0.02,FALSE
2024,3,6,23,35,15,0.23,0.27,0.26,0.12,0.02,FALSE
2024,3,6,23,36,15,0.25,0.29,0.28,0.13,0.03,FALSE
2024,3,6,23,37,15,0.23,0.28,0.26,0.11,0.02,FALSE
2024,3,6,23,38,15,0.23,0.28,0.26,0.11,0.02,FALSE
2024,3,6,23,39,15,0.23,0.28,0.26,0.12,0.02,FALSE
2024,3,6,23,40,15,0.23,0.28,0.27,0.12,0.02,FALSE
2024,3,6,23,41,16,0.23,0.28,0.27,0.11,0.02,FALSE
2024,3,6,23,42,16,0.23,0.28,0.27,0.12,0.02,FALSE
2024,3,6,23,43,16,0.23,0.28,0.26,0.11,0.02,FALSE
2024,3,6,23,44,16,0.23,0.28,0.27,0.11,0.02,FALSE
2024,3,6,23,45,16,0.23,0.28,0.28,0.11,0.02,FALSE
2024,3,6,23,46,16,0.23,0.28,0.29,0.14,0.03,FALSE
2024,3,6,23,47,16,0.23,0.28,0.27,0.11,0.02,FALSE
2024,3,6,23,48,16,0.23,0.29,0.28,0.11,0.02,FALSE
2024,3,6,23,49,16,0.23,0.29,0.27,0.11,0.02,FALSE
2024,3,6,23,50,16,0.23,0.29,0.27,0.11,0.02,FALSE
2024,3,6,23,51,16,0.23,0.29,0.28,0.11,0.02,FALSE
2024,3,6,23,52,16,0.23,0.29,0.28,0.11,0.02,FALSE
2024,3,6,23,53,16,0.23,0.29,0.28,0.11,0.02,FALSE
2024,3,6,23,54,16,0.23,0.29,0.28,0.11,0.02,FALSE
2024,3,6,23,55,16,0.23,0.29,0.27,0.11,0.02,FALSE
2024,3,6,23,56,16,0.23,0.3,0.29,0.11,0.03,FALSE
2024,3,6,23,57,16,0.23,0.3,0.28,0.11,0.02,FALSE
2024,3,6,23,58,16,0.22,0.3,0.28,0.11,0.02,FALSE
2024,3,6,23,59,16,0.22,0.3,0.28,0.11,0.02,FALSE
2024,3,7,0,0,16,0.23,0.31,0.29,0.11,0.02,FALSE
2024,3,7,0,1,17,0.23,0.31,0.27,0.11,0.02,FALSE
2024,3,7,0,2,17,0.22,0.31,0.29,0.11,0.02,FALSE
2024,3,7,0,3,17,0.22,0.32,0.29,0.11,0.02,FALSE
2024,3,7,0,4,17,0.22,0.33,0.29,0.11,0.02,FALSE
2024,3,7,0,5,17,0.22,0.33,0.29,0.11,0.02,FALSE
2024,3,7,0,6,17,0.22,0.33,0.28,0.11,0.02,FALSE
2024,3,7,0,7,17,0.25,0.32,0.29,0.13,0.03,FALSE
2024,3,7,0,8,17,0.22,0.3,0.29,0.11,0.02,FALSE
2024,3,7,0,9,17,0.22,0.32,0.29,0.11,0.02,FALSE
2024,3,7,0,10,17,0.22,0.32,0.29,0.11,0.02,FALSE
2024,3,7,0,11,17,0.22,0.32,0.28,0.11,0.02,FALSE
2024,3,7,0,12,17,0.22,0.31,0.3,0.11,0.02,FALSE
2024,3,7,0,13,17,0.22,0.3,0.3,0.11,0.02,FALSE
2024,3,7,0,14,17,0.22,0.32,0.3,0.11,0.02,FALSE
2024,3,7,0,15,17,0.22,0.31,0.3,0.11,0.02,FALSE
2024,3,7,0,16,17,0.22,0.31,0.29,0.11,0.02,FALSE
2024,3,7,0,17,17,0.22,0.3,0.3,0.11,0.03,FALSE
2024,3,7,0,18,17,0.22,0.3,0.31,0.1,0.02,FALSE
2024,3,7,0,19,17,0.22,0.3,0.29,0.11,0.02,FALSE
2024,3,7,0,20,18,0.22,0.3,0.29,0.1,0.02,FALSE
2024,3,7,0,21,18,0.21,0.3,0.31,0.11,0.02,FALSE
2024,3,7,0,22,18,0.21,0.3,0.3,0.1,0.02,FALSE
2024,3,7,0,23,18,0.21,0.3,0.3,0.11,0.02,FALSE
2024,3,7,0,24,18,0.21,0.3,0.31,0.1,0.02,FALSE
2024,3,7,0,25,18,0.21,0.3,0.3,0.11,0.02,FALSE
2024,3,7,0,26,18,0.21,0.3,0.31,0.11,0.02,FALSE
2024,3,7,0,27,18,0.21,0.3,0.3,0.11,0.02,FALSE
2024,3,7,0,28,18,0.24,0.32,0.31,0.12,0.03,FALSE
2024,3,7,0,29,18,0.21,0.3,0.3,0.11,0.02,FALSE
2024,3,7,0,30,18,0.21,0.3,0.3,0.11,0.02,FALSE
2024,3,7,0,31,18,0.21,0.32,0.3,0.11,0.02,FALSE
2024,3,7,0,32,18,0.21,0.32,0.3,0.11,0.02,FALSE
2024,3,7,0,33,18,0.21,0.32,0.3,0.1,0.02,FALSE
2024,3,7,0,34,18,0.21,0.33,0.3,0.1,0.02,FALSE
2024,3,7,0,35,18,0.21,0.33,0.3,0.11,0.02,FALSE
2024,3,7,0,36,18,0.21,0.33,0.3,0.11,0.02,FALSE
2024,3,7,0,37,18,0.21,0.33,0.3,0.11,0.02,FALSE
2024,3,7,0,38,18,0.21,0.33,0.31,0.14,0.03,FALSE
2024,3,7,0,39,18,0.21,0.32,0.31,0.1,0.02,FALSE
2024,3,7,0,40,19,0.21,0.32,0.3,0.1,0.02,FALSE
2024,3,7,0,41,19,0.21,0.33,0.3,0.1,0.02,FALSE
2024,3,7,0,42,19,0.21,0.32,0.32,0.1,0.02,FALSE
2024,3,7,0,43,19,0.21,0.33,0.31,0.1,0.02,FALSE
2024,3,7,0,44,19,0.21,0.33,0.3,0.1,0.02,FALSE
2024,3,7,0,45,19,0.21,0.32,0.3,0.1,0.02,FALSE
2024,3,7,0,46,19,0.21,0.32,0.3,0.1,0.02,FALSE
2024,3,7,0,47,19,0.21,0.31,0.3,0.1,0.02,FALSE
2024,3,7,0,48,19,0.21,0.31,0.3,0.1,0.02,FALSE
2024,3,7,0,49,19,0.23,0.32,0.31,0.12,0.03,FALSE
2024,3,7,0,50,19,0.21,0.32,0.3,0.1,0.02,FALSE
2024,3,7,0,51,19,0.21,0.32,0.31,0.1,0.02,FALSE
2024,3,7,0,52,19,0.21,0.32,0.31,0.1,0.02,FALSE
2024,3,7,0,53,19,0.21,0.32,0.31,0.1,0.02,FALSE
2024,3,7,0,54,19,0.21,0.31,0.31,0.1,0.02,FALSE
2024,3,7,0,55,19,0.21,0.31,0.31,0.1,0.02,FALSE
2024,3,7,0,56,19,0.21,0.31,0.31,0.1,0.02,FALSE
2024,3,7,0,57,19,0.21,0.31,0.31,0.1,0.02,FALSE
2024,3,7,0,58,19,0.21,0.31,0.31,0.1,0.02,FALSE
2024,3,7,0,59,19,0.21,0.31,0.33,0.13,0.03,FALSE
2024,3,7,1,0,20,0.21,0.31,0.3,0.1,0.02,FALSE
2024,3,7,1,1,20,0.21,0.31,0.31,0.1,0.02,FALSE
2024,3,7,1,2,20,0.2,0.31,0.31,0.1,0.02,FALSE
2024,3,7,1,3,20,0.2,0.31,0.31,0.1,0.02,FALSE
2024,3,7,1,4,20,0.21,0.31,0.31,0.1,0.02,FALSE
2024,3,7,1,5,20,0.21,0.32,0.31,0.1,0.02,FALSE
2024,3,7,1,6,20,0.2,0.33,0.31,0.1,0.02,FALSE
2024,3,7,1,7,20,0.2,0.36,0.31,0.1,0.02,FALSE
2024,3,7,1,8,20,0.21,0.38,0.31,0.1,0.02,FALSE
2024,3,7,1,9,20,0.2,0.39,0.31,0.1,0.02,FALSE
2024,3,7,1,10,20,0.23,0.39,0.32,0.11,0.03,FALSE
2024,3,7,1,11,20,0.2,0.38,0.31,0.1,0.02,FALSE
2024,3,7,1,12,20,0.21,0.38,0.31,0.1,0.02,FALSE
2024,3,7,1,13,20,0.2,0.36,0.31,0.1,0.02,FALSE
2024,3,7,1,14,20,0.21,0.33,0.31,0.1,0.02,FALSE
2024,3,7,1,15,20,0.2,0.38,0.31,0.1,0.02,FALSE
2024,3,7,1,16,20,0.21,0.38,0.31,0.1,0.02,FALSE
2024,3,7,1,17,20,0.2,0.34,0.31,0.1,0.02,FALSE
2024,3,7,1,18,20,0.21,0.37,0.31,0.1,0.02,FALSE
2024,3,7,1,19,20,0.2,0.37,0.31,0.1,0.02,FALSE
2024,3,7,1,20,21,0.21,0.38,0.31,0.13,0.03,FALSE
2024,3,7,1,21,21,0.2,0.38,0.31,0.1,0.02,FALSE
2024,3,7,1,22,21,0.2,0.33,0.31,0.1,0.02,FALSE
2024,3,7,1,23,21,0.2,0.34,0.31,0.1,0.02,FALSE
2024,3,7,1,24,21,0.21,0.37,0.31,0.1,0.02,FALSE
2024,3,7,1,25,21,0.21,0.38,0.31,0.1,0.02,FALSE
2024,3,7,1,26,21,0.21,0.39,0.31,0.1,0.02,FALSE
2024,3,7,1,27,21,0.21,0.36,0.31,0.11,0.02,FALSE
2024,3,7,1,28,21,0.21,0.37,0.31,0.12,0.02,FALSE
2024,3,7,1,29,21,0.21,0.37,0.32,0.12,0.02,FALSE
2024,3,7,1,30,21,0.2,0.37,0.31,0.11,0.02,FALSE
2024,3,7,1,31,21,0.23,0.37,0.32,0.12,0.03,FALSE
2024,3,7,1,32,21,0.21,0.34,0.31,0.11,0.02,FALSE
2024,3,7,1,33,21,0.21,0.4,0.31,0.11,0.02,FALSE
2024,3,7,1,34,21,0.21,0.37,0.32,0.11,0.02,FALSE
2024,3,7,1,35,21,0.21,0.38,0.31,0.1,0.02,FALSE
2024,3,7,1,36,21,0.21,0.37,0.32,0.11,0.02,FALSE
2024,3,7,1,37,21,0.21,0.37,0.32,0.11,0.02,FALSE
2024,3,7,1,38,21,0.2,0.39,0.32,0.11,0.02,FALSE
2024,3,7,1,39,21,0.21,0.37,0.32,0.11,0.02,FALSE
2024,3,7,1,40,22,0.2,0.38,0.31,0.11,0.02,FALSE
2024,3,7,1,41,22,0.2,0.41,0.34,0.13,0.03,FALSE
2024,3,7,1,42,22,0.2,0.39,0.31,0.11,0.02,FALSE
2024,3,7,1,43,22,0.2,0.39,0.31,0.11,0.02,FALSE
2024,3,7,1,44,22,0.21,0.38,0.32,0.11,0.02,FALSE
2024,3,7,1,45,22,0.2,0.38,0.31,0.11,0.02,FALSE
2024,3,7,1,46,22,0.21,0.38,0.31,0.11,0.02,FALSE
2024,3,7,1,47,22,0.21,0.39,0.31,0.11,0.02,FALSE
2024,3,7,1,48,22,0.21,0.39,0.32,0.11,0.02,FALSE
2024,3,7,1,49,22,0.21,0.4,0.32,0.11,0.02,FALSE
2024,3,7,1,50,22,0.21,0.39,0.31,0.11,0.02,FALSE
2024,3,7,1,51,22,0.21,0.38,0.31,0.11,0.02,FALSE
2024,3,7,1,52,22,0.21,0.39,0.31,0.11,0.02,FALSE
2024,3,7,1,53,22,0.21,0.39,0.31,0.11,0.02,FALSE
2024,3,7,1,54,22,0.21,0.39,0.32,0.11,0.02,FALSE
2024,3,7,1,55,22,0.21,0.34,0.32,0.11,0.02,FALSE
2024,3,7,1,56,22,0.21,0.34,0.32,0.11,0.02,FALSE
2024,3,7,1,57,22,0.21,0.34,0.32,0.11,0.02,FALSE
2024,3,7,1,58,22,0.21,0.35,0.31,0.11,0.02,FALSE
2024,3,7,1,59,22,0.21,0.37,0.31,0.11,0.02,FALSE
2024,3,7,2,0,23,0.21,0.39,0.31,0.11,0.02,FALSE
2024,3,7,2,1,23,0.2,0.4,0.31,0.11,0.03,FALSE
2024,3,7,2,2,23,0.21,0.38,0.34,0.13,0.04,FALSE
2024,3,7,2,3,23,0.2,0.4,0.32,0.11,0.02,FALSE
2024,3,7,2,4,23,0.21,0.39,0.31,0.11,0.02,FALSE
2024,3,7,2,5,23,0.21,0.36,0.31,0.11,0.02,FALSE
2024,3,7,2,6,23,0.2,0.39,0.31,0.11,0.02,FALSE
2024,3,7,2,7,23,0.2,0.36,0.32,0.11,0.02,FALSE
2024,3,7,2,8,23,0.2,0.39,0.31,0.11,0.02,FALSE
2024,3,7,2,9,23,0.2,0.39,0.32,0.11,0.02,FALSE
2024,3,7,2,10,23,0.2,0.39,0.32,0.12,0.02,FALSE
2024,3,7,2,11,23,0.2,0.36,0.32,0.13,0.02,FALSE
2024,3,7,2,12,23,0.2,0.38,0.32,0.12,0.02,FALSE
2024,3,7,2,13,23,0.22,0.37,0.33,0.13,0.03,FALSE
2024,3,7,2,14,23,0.2,0.4,0.32,0.11,0.02,FALSE
2024,3,7,2,15,23,0.2,0.36,0.32,0.11,0.02,FALSE
2024,3,7,2,16,23,0.2,0.4,0.32,0.11,0.02,FALSE
2024,3,7,2,17,23,0.2,0.39,0.32,0.11,0.02,FALSE
2024,3,7,2,18,23,0.2,0.39,0.32,0.11,0.02,FALSE
2024,3,7,2,19,23,0.2,0.39,0.32,0.11,0.02,FALSE
2024,3,7,2,20,24,0.2,0.39,0.32,0.11,0.02,FALSE
2024,3,7,2,21,24,0.2,0.39,0.32,0.11,0.02,FALSE
2024,3,7,2,22,24,0.2,0.39,0.32,0.11,0.02,FALSE
2024,3,7,2,23,24,0.2,0.39,0.35,0.14,0.04,FALSE
2024,3,7,2,24,24,0.2,0.41,0.32,0.11,0.02,FALSE
2024,3,7,2,25,24,0.2,0.4,0.32,0.11,0.02,FALSE
2024,3,7,2,26,24,0.2,0.4,0.32,0.11,0.02,FALSE
2024,3,7,2,27,24,0.2,0.38,0.32,0.11,0.02,FALSE
2024,3,7,2,28,24,0.2,0.37,0.32,0.11,0.02,FALSE
2024,3,7,2,29,24,0.2,0.39,0.32,0.11,0.02,FALSE
2024,3,7,2,30,24,0.2,0.39,0.32,0.11,0.02,FALSE
2024,3,7,2,31,24,0.2,0.37,0.32,0.11,0.02,FALSE
2024,3,7,2,32,24,0.2,0.38,0.32,0.11,0.02,FALSE
2024,3,7,2,33,24,0.2,0.37,0.32,0.11,0.02,FALSE
2024,3,7,2,34,25,0.2,0.37,0.32,0.11,0.02,FALSE
2024,3,7,2,35,25,0.2,0.4,0.32,0.11,0.02,FALSE
2024,3,7,2,36,25,0.2,0.4,0.32,0.11,0.02,FALSE
2024,3,7,2,37,25,0.2,0.39,0.32,0.11,0.02,FALSE
2024,3,7,2,38,25,0.2,0.41,0.32,0.11,0.02,FALSE
2024,3,7,2,39,25,0.2,0.38,0.32,0.11,0.02,FALSE
2024,3,7,2,40,25,0.2,0.38,0.32,0.11,0.02,FALSE
2024,3,7,2,41,25,0.2,0.38,0.32,0.11,0.02,FALSE
2024,3,7,2,42,25,0.2,0.39,0.32,0.11,0.02,FALSE
2024,3,7,2,43,25,0.2,0.37,0.32,0.11,0.02,FALSE
2024,3,7,2,44,25,0.2,0.44,0.34,0.14,0.04,FALSE
2024,3,7,2,45,25,0.2,0.39,0.32,0.12,0.02,FALSE
2024,3,7,2,46,25,0.2,0.39,0.32,0.12,0.02,FALSE
2024,3,7,2,47,25,0.2,0.39,0.32,0.12,0.02,FALSE
2024,3,7,2,48,25,0.2,0.39,0.32,0.11,0.02,FALSE
2024,3,7,2,49,25,0.2,0.37,0.33,0.11,0.03,FALSE
2024,3,7,2,50,25,0.2,0.39,0.32,0.11,0.02,FALSE
2024,3,7,2,51,25,0.21,0.38,0.32,0.12,0.02,FALSE
2024,3,7,2,52,25,0.21,0.37,0.32,0.12,0.02,FALSE
2024,3,7,2,53,25,0.21,0.38,0.32,0.12,0.02,FALSE
2024,3,7,2,54,26,0.21,0.39,0.32,0.12,0.02,FALSE
2024,3,7,2,55,26,0.21,0.38,0.32,0.12,0.02,FALSE
2024,3,7,2,56,26,0.21,0.37,0.32,0.12,0.02,FALSE
2024,3,7,2,57,26,0.21,0.37,0.32,0.12,0.02,FALSE
2024,3,7,2,58,26,0.21,0.38,0.32,0.11,0.02,FALSE
2024,3,7,2,59,26,0.21,0.39,0.32,0.11,0.02,FALSE
2024,3,7,3,0,26,0.21,0.36,0.32,0.11,0.02,FALSE
2024,3,7,3,1,26,0.21,0.39,0.32,0.12,0.02,FALSE
2024,3,7,3,2,26,0.21,0.39,0.32,0.12,0.02,FALSE
2024,3,7,3,3,26,0.21,0.38,0.32,0.12,0.02,FALSE
2024,3,7,3,4,26,0.21,0.37,0.32,0.12,0.02,FALSE
2024,3,7,3,5,26,0.21,0.39,0.35,0.15,0.03,FALSE
2024,3,7,3,6,26,0.21,0.39,0.32,0.13,0.02,FALSE
2024,3,7,3,7,26,0.21,0.39,0.32,0.13,0.02,FALSE
2024,3,7,3,8,26,0.21,0.38,0.32,0.12,0.02,FALSE
2024,3,7,3,9,26,0.21,0.37,0.32,0.12,0.02,FALSE
2024,3,7,3,10,26,0.21,0.38,0.32,0.12,0.02,FALSE
2024,3,7,3,11,26,0.21,0.38,0.32,0.12,0.02,FALSE
2024,3,7,3,12,26,0.21,0.39,0.32,0.12,0.02,FALSE
2024,3,7,3,13,26,0.21,0.38,0.32,0.13,0.02,FALSE
2024,3,7,3,14,27,0.21,0.39,0.32,0.13,0.02,FALSE
2024,3,7,3,15,27,0.21,0.39,0.32,0.13,0.02,FALSE
2024,3,7,3,16,27,0.21,0.4,0.32,0.13,0.02,FALSE
2024,3,7,3,17,27,0.21,0.38,0.32,0.13,0.02,FALSE
2024,3,7,3,18,27,0.21,0.39,0.32,0.12,0.02,FALSE
2024,3,7,3,19,27,0.2,0.38,0.32,0.13,0.02,FALSE
2024,3,7,3,20,27,0.21,0.35,0.32,0.12,0.02,FALSE
2024,3,7,3,21,27,0.21,0.35,0.32,0.13,0.02,FALSE
2024,3,7,3,22,27,0.21,0.36,0.32,0.12,0.02,FALSE
2024,3,7,3,23,27,0.2,0.38,0.32,0.13,0.02,FALSE
2024,3,7,3,24,27,0.2,0.4,0.32,0.13,0.02,FALSE
2024,3,7,3,25,27,0.2,0.38,0.32,0.13,0.02,FALSE
2024,3,7,3,26,27,0.2,0.41,0.34,0.15,0.03,FALSE
2024,3,7,3,27,27,0.21,0.4,0.32,0.12,0.02,FALSE
2024,3,7,3,28,27,0.2,0.39,0.32,0.12,0.02,FALSE
2024,3,7,3,29,27,0.21,0.38,0.32,0.13,0.02,FALSE
2024,3,7,3,30,27,0.2,0.39,0.32,0.12,0.02,FALSE
2024,3,7,3,31,27,0.2,0.38,0.32,0.12,0.02,FALSE
2024,3,7,3,32,27,0.2,0.38,0.32,0.12,0.02,FALSE
2024,3,7,3,33,27,0.21,0.38,0.32,0.12,0.02,FALSE
2024,3,7,3,34,28,0.2,0.38,0.32,0.12,0.02,FALSE
2024,3,7,3,35,28,0.2,0.39,0.32,0.12,0.02,FALSE
2024,3,7,3,36,28,0.2,0.4,0.32,0.12,0.02,FALSE
2024,3,7,3,37,28,0.21,0.39,0.32,0.12,0.02,FALSE
2024,3,7,3,38,28,0.21,0.38,0.32,0.12,0.02,FALSE
2024,3,7,3,39,28,0.21,0.39,0.32,0.13,0.02,FALSE
2024,3,7,3,40,28,0.21,0.39,0.32,0.13,0.03,FALSE
2024,3,7,3,41,28,0.21,0.38,0.33,0.13,0.03,FALSE
2024,3,7,3,42,28,0.21,0.38,0.33,0.13,0.03,FALSE
2024,3,7,3,43,28,0.21,0.37,0.33,0.13,0.03,FALSE
2024,3,7,3,44,28,0.21,0.38,0.33,0.13,0.03,FALSE
2024,3,7,3,45,28,0.21,0.36,0.33,0.13,0.03,FALSE
2024,3,7,3,46,28,0.21,0.36,0.33,0.13,0.03,FALSE
2024,3,7,3,47,28,0.27,0.39,0.35,0.15,0.05,FALSE
2024,3,7,3,48,28,0.21,0.37,0.33,0.12,0.03,FALSE
2024,3,7,3,49,28,0.21,0.39,0.33,0.13,0.03,FALSE
2024,3,7,3,50,28,0.21,0.39,0.33,0.13,0.03,FALSE
2024,3,7,3,51,28,0.21,0.4,0.32,0.13,0.03,FALSE
2024,3,7,3,52,28,0.21,0.36,0.33,0.13,0.03,FALSE
2024,3,7,3,53,28,0.21,0.36,0.32,0.13,0.03,FALSE
2024,3,7,3,54,29,0.21,0.37,0.32,0.13,0.03,FALSE
2024,3,7,3,55,29,0.21,0.4,0.32,0.13,0.03,FALSE
2024,3,7,3,56,29,0.21,0.4,0.32,0.13,0.03,FALSE
2024,3,7,3,57,29,0.21,0.37,0.32,0.13,0.03,FALSE
2024,3,7,3,58,29,0.21,0.37,0.32,0.13,0.03,FALSE
2024,3,7,3,59,29,0.21,0.39,0.32,0.13,0.03,FALSE
2024,3,7,4,0,29,0.21,0.36,0.33,0.14,0.04,FALSE
2024,3,7,4,1,29,0.21,0.37,0.32,0.13,0.03,FALSE
2024,3,7,4,2,29,0.21,0.37,0.32,0.13,0.03,FALSE
2024,3,7,4,3,29,0.21,0.38,0.32,0.13,0.03,FALSE
2024,3,7,4,4,29,0.21,0.38,0.32,0.13,0.03,FALSE
2024,3,7,4,5,29,0.21,0.37,0.32,0.13,0.04,FALSE
2024,3,7,4,6,29,0.21,0.38,0.32,0.13,0.04,FALSE
2024,3,7,4,7,29,0.21,0.38,0.32,0.13,0.03,FALSE
2024,3,7,4,8,29,0.21,0.4,0.35,0.16,0.05,FALSE
2024,3,7,4,9,29,0.21,0.4,0.32,0.13,0.03,FALSE
2024,3,7,4,10,29,0.21,0.38,0.32,0.13,0.03,FALSE
2024,3,7,4,11,29,0.21,0.37,0.32,0.13,0.03,FALSE
2024,3,7,4,12,29,0.21,0.37,0.33,0.13,0.03,FALSE
2024,3,7,4,13,29,0.22,0.65,0.33,0.13,0.04,FALSE
2024,3,7,4,14,30,0.22,0.82,0.33,0.13,0.04,FALSE
2024,3,7,4,15,30,0.22,0.85,0.33,0.13,0.04,FALSE
2024,3,7,4,16,30,0.22,0.86,0.33,0.13,0.04,FALSE
2024,3,7,4,17,30,0.22,0.88,0.33,0.13,0.04,FALSE
2024,3,7,4,18,30,0.22,0.87,0.33,0.13,0.04,FALSE
2024,3,7,4,19,30,0.22,0.87,0.33,0.13,0.04,FALSE
2024,3,7,4,20,30,0.22,0.88,0.33,0.13,0.04,FALSE
2024,3,7,4,21,30,0.22,0.89,0.34,0.13,0.04,FALSE
